mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	thoroughbass_duration	thoroughbass_level_1	slur
25	24	190	190	0.5	1/2	1/2	Chord	4/2	14	1	1/8	1/8	1	232	-mi									
25	24	381/2	381/2	0.5	5/8	5/8	Chord	4/2	14	1	1/8	1/8	1	233	Perl'-									
25	24	191	191	0.5	3/4	3/4	Chord	4/2	14	1	1/8	1/8	1	234	-al-									
25	24	383/2	383/2	0.5	7/8	7/8	Chord	4/2	14	1	1/8	1/8	1	235	-to									
25	24	192	192	2.0	1	1	Chord	4/2	14	1	1/2	1/2	1	236	ciel									
25	24	389/2	389/2	0.5	13/8	13/8	Chord	4/2	14	1	1/8	1/8	1	237	co									
25	24	195	195	0.5	7/4	7/4	Chord	4/2	14	1	1/8	1/8	1	238	cer-									
25	24	391/2	391/2	0.5	15/8	15/8	Chord	4/2	14	1	1/8	1/8	1	239	-to									
25	24	188	188	4.0	0	0	Chord	4/2	21	1	1	1	1	240										
25	24	192	192	4.0	1	1	Chord	4/2	21	1	1	1	1	241										
26	25	196	196	3.0	0	0	Chord	4/2	14	1	3/4	1/2	3/2	242	mo-									
26	25	199	199	1.0	3/4	3/4	Chord	4/2	14	1	1/4	1/4	1	243	-to									
26	25	200	200	2.0	1	1	Chord	4/2	14	1	1/2	1/2	1	244	err-									
26	25	202	202	2.0	3/2	3/2	Chord	4/2	14	1	1/2	1/2	1	245	-anti									
26	25	196	196	4.0	0	0	Chord	4/2	21	1	1	1	1	246										
26	25	200	200	4.0	1	1	Chord	4/2	21	1	1	1	1	247										
27	26	205	205	0.5	1/4	1/4	Chord	4/2	14	1	1/8	1/8	1	248	Ri-									
27	26	411/2	411/2	0.5	3/8	3/8	Chord	4/2	14	1	1/8	1/8	1	249	-uol-									
27	26	206	206	1.0	1/2	1/2	Chord	4/2	14	1	1/4	1/4	1	250	-ge-									
27	26	207	207	0.5	3/4	3/4	Chord	4/2	14	1	1/8	1/8	1	251	-re									
27	26	415/2	415/2	0.5	7/8	7/8	Chord	4/2	14	1	1/8	1/8	1	252	se-									
27	26	208	208	1.0	1	1	Chord	4/2	14	1	1/4	1/4	1	253	-re-									
27	26	209	209	0.5	5/4	5/4	Chord	4/2	14	1	1/8	1/8	1	254	-ni									
27	26	419/2	419/2	0.5	11/8	11/8	Chord	4/2	14	1	1/8	1/8	1	255	Di									
27	26	210	210	0.5	3/2	3/2	Chord	4/2	14	1	1/8	1/8	1	256	pace,									
27	26	421/2	421/2	0.5	13/8	13/8	Chord	4/2	14	1	1/8	1/8	1	257	e									
27	26	211	211	0.5	7/4	7/4	Chord	4/2	14	1	1/8	1/8	1	258	d'a-									
27	26	423/2	423/2	0.5	15/8	15/8	Chord	4/2	14	1	1/8	1/8	1	259	-mor									
27	26	204	204	4.0	0	0	Chord	4/2	21	1	1	1	1	260										
27	26	208	208	4.0	1	1	Chord	4/2	21	1	1	1	1	261										
28	27	212	212	1.0	0	0	Chord	4/2	14	1	1/4	1/4	1	262	pie-									
28	27	213	213	1.0	1/4	1/4	Chord	4/2	14	1	1/4	1/4	1	263	-ni									
28	27	429/2	429/2	0.5	5/8	5/8	Chord	4/2	14	1	1/8	1/8	1	264	All-									
28	27	215	215	0.5	3/4	3/4	Chord	4/2	14	1	1/8	1/8	1	265	-e									
28	27	431/2	431/2	0.5	7/8	7/8	Chord	4/2	14	1	1/8	1/8	1	266	bell'-									
28	27	216	216	1.0	1	1	Chord	4/2	14	1	1/4	1/4	1	267	-alme									
28	27	217	217	1.0	5/4	5/4	Chord	4/2	14	1	1/4	1/4	1	268	i									
28	27	218	218	1.5	3/2	3/2	Chord	4/2	14	1	3/8	1/4	3/2	269	lu-									
28	27	439/2	439/2	0.5	15/8	15/8	Chord	4/2	14	1	1/8	1/8	1	270	-ci-									
28	27	212	212	4.0	0	0	Chord	4/2	21	1	1	1	1	271										
28	27	216	216	4.0	1	1	Chord	4/2	21	1	1	1	1	272										
29	28	226	226	0.5	3/2	3/2	Chord	4/2	8	1	1/8	1/8	1	273	Va									
29	28	453/2	453/2	0.5	13/8	13/8	Chord	4/2	8	1	1/8	1/8	1	274										
29	28	227	227	0.5	7/4	7/4	Chord	4/2	8	1	1/8	1/8	1	275										
29	28	455/2	455/2	0.5	15/8	15/8	Chord	4/2	8	1	1/8	1/8	1	276										
29	28	220	220	1.0	0	0	Chord	4/2	14	1	1/4	1/4	1	277	-di									
29	28	221	221	1.0	1/4	1/4	Chord	4/2	14	1	1/4	1/4	1	278	sem-									
29	28	222	222	2.0	1/2	1/2	Chord	4/2	14	1	1/2	1/2	1	279	-biant-									
29	28	224	224	2.0	1	1	Chord	4/2	14	1	1/2	1/2	1	280	-ti									
29	28	220	220	1.0	0	0	Chord	4/2	21	1	1/4	1/4	1	281										
29	28	221	221	1.0	1/4	1/4	Chord	4/2	21	1	1/4	1/4	1	282										
29	28	222	222	2.0	1/2	1/2	Chord	4/2	21	1	1/2	1/2	1	283										
29	28	224	224	2.0	1	1	Chord	4/2	21	1	1/2	1/2	1	284										
29	28	226	226	2.0	3/2	3/2	Chord	4/2	21	1	1/2	1/2	1	285										
30	29	228	228	1.0	0	0	Chord	4/2	8	1	1/4	1/4	1	286	ghe									
30	29	229	229	1.0	1/4	1/4	Chord	4/2	8	1	1/4	1/4	1	287	Nin-									
30	29	230	230	2.0	1/2	1/2	Chord	4/2	8	1	1/2	1/2	1	288	-fe									
30	29	232	232	1.0	1	1	Chord	4/2	8	1	1/4	1/4	1	289										
30	29	233	233	0.5	5/4	5/4	Chord	4/2	8	1	1/8	1/8	1	290	a-									
30	29	467/2	467/2	0.5	11/8	11/8	Chord	4/2	8	1	1/8	1/8	1	291	-mo-									
30	29	234	234	2.0	3/2	3/2	Chord	4/2	8	1	1/2	1/2	1	292	-ro-									
30	29	228	228	2.0	0	0	Chord	4/2	21	1	1/2	1/2	1	293										
30	29	230	230	2.0	1/2	1/2	Chord	4/2	21	1	1/2	1/2	1	294										
30	29	232	232	2.0	1	1	Chord	4/2	21	1	1/2	1/2	1	295										
30	29	234	234	0.0	3/2	3/2	FiguredBass	4/2	21	1	0											1/2	#	
30	29	234	234	2.0	3/2	3/2	Chord	4/2	21	1	1/2	1/2	1	296										
31	30	236	236	4.0	0	0	Chord	4/2	8	1	1	1	1	297	-se									
31	30	240	240	1.0	1	1	Chord	4/2	8	1	1/4	1/4	1	298	Ing-									
31	30	241	241	0.5	5/4	5/4	Chord	4/2	8	1	1/8	1/8	1	299	-hir-									
31	30	483/2	483/2	0.5	11/8	11/8	Chord	4/2	8	1	1/8	1/8	1	300	-land-									
31	30	242	242	1.0	3/2	3/2	Chord	4/2	8	1	1/4	1/4	1	301	-a-									
31	30	243	243	1.0	7/4	7/4	Chord	4/2	8	1	1/4	1/4	1	302	-teil									
31	30	236	236	0.0	0	0	FiguredBass	4/2	21	1	0											1	#	
31	30	236	236	4.0	0	0	Chord	4/2	21	1	1	1	1	303										
31	30	240	240	3.0	1	1	Chord	4/2	21	1	3/4	1/2	3/2	304										
31	30	243	243	0.0	7/4	7/4	FiguredBass	4/2	21	1	0											1/4	#	
31	30	243	243	1.0	7/4	7/4	Chord	4/2	21	1	1/4	1/4	1	305										
32	31	244	244	1.0	0	0	Chord	4/2	8	1	1/4	1/4	1	306	crin									
32	31	245	245	1.0	1/4	1/4	Chord	4/2	8	1	1/4	1/4	1	307	d'al-									
32	31	246	246	0.5	1/2	1/2	Chord	4/2	8	1	1/8	1/8	1	308										
32	31	493/2	493/2	0.5	5/8	5/8	Chord	4/2	8	1	1/8	1/8	1	309	-me									
32	31	247	247	1.0	3/4	3/4	Chord	4/2	8	1	1/4	1/4	1	310	vi-									
32	31	248	248	2.0	1	1	Chord	4/2	8	1	1/2	1/2	1	311	-ole									
32	31	250	250	2.0	3/2	3/2	Chord	4/2	8	1	1/2	1/2	1	312										
32	31	244	244	0.0	0	0	FiguredBass	4/2	21	1	0											1	#	
32	31	244	244	4.0	0	0	Chord	4/2	21	1	1	1	1	313										
32	31	248	248	0.0	1	1	FiguredBass	4/2	21	1	0											1	#	
32	31	248	248	4.0	1	1	Chord	4/2	21	1	1	1	1	314										
33	32	252	252	2.0	0	0	Chord	3/4	8	1	1/2	1/2	1	315	Di-									
33	32	254	254	1.0	1/2	1/2	Chord	3/4	8	1	1/4	1/4	1	316	-te									
33	32	252	252	0.0	0	0	FiguredBass	3/4	21	1	0											1/2	#	
33	32	252	252	2.0	0	0	Chord	3/4	21	1	1/2	1/2	1	317										
33	32	254	254	0.0	1/2	1/2	FiguredBass	3/4	21	1	0											1/4	#	
33	32	254	254	1.0	1/2	1/2	Chord	3/4	21	1	1/4	1/4	1	318										
34	33	255	255	2.0	0	0	Chord	3/4	8	1	1/2	1/2	1	319	liet,									
34	33	257	257	1.0	1/2	1/2	Chord	3/4	8	1	1/4	1/4	1	320	e									
34	33	255	255	2.0	0	0	Chord	3/4	21	1	1/2	1/2	1	321										
34	33	257	257	1.0	1/2	1/2	Chord	3/4	21	1	1/4	1/4	1	322										
35	34	258	258	1.0	0	0	Chord	3/4	8	1	1/4	1/4	1	323	fes-									
35	34	259	259	2.0	1/4	1/4	Chord	3/4	8	1	1/2	1/2	1	324	-to-									
35	34	258	258	0.0	0	0	FiguredBass	3/4	21	1	0											1/4	#	
35	34	258	258	1.0	0	0	Chord	3/4	21	1	1/4	1/4	1	325										
35	34	259	259	0.0	1/4	1/4	FiguredBass	3/4	21	1	0											1/2	#	
35	34	259	259	2.0	1/4	1/4	Chord	3/4	21	1	1/2	1/2	1	326										
36	35	261	261	2.0	0	0	Chord	6/4	8	1	1/2	1/2	1	327	-se									
36	35	264	264	1.0	3/4	3/4	Chord	6/4	8	1	1/4	1/4	1	328	non									
36	35	265	265	0.5	1	1	Chord	6/4	8	1	1/8	1/8	1	329	ve									
36	35	531/2	531/2	0.5	9/8	9/8	Chord	6/4	8	1	1/8	1/8	1	330										
36	35	266	266	0.5	5/4	5/4	Chord	6/4	8	1	1/8	1/8	1	331										
36	35	533/2	533/2	0.5	11/8	11/8	Chord	6/4	8	1	1/8	1/8	1	332										
36	35	261	261	0.0	0	0	FiguredBass	6/4	21	1	0											1/2	#	
36	35	261	261	2.0	0	0	Chord	6/4	21	1	1/2	1/2	1	333										
36	35	263	263	2.0	1/2	1/2	Chord	6/4	21	1	1/2	1/2	1	334										
36	35	265	265	2.0	1	1	Chord	6/4	21	1	1/2	1/2	1	335										
37	36	267	267	1.0	0	0	Chord	6/4	8	1	1/4	1/4	1	336	deun-									
37	36	268	268	1.0	1/4	1/4	Chord	6/4	8	1	1/4	1/4	1	337	-si-									
37	36	269	269	0.5	1/2	1/2	Chord	6/4	8	1	1/8	1/8	1	338										
37	36	539/2	539/2	0.5	5/8	5/8	Chord	6/4	8	1	1/8	1/8	1	339										
37	36	270	270	0.5	3/4	3/4	Chord	6/4	8	1	1/8	1/8	1	340										
37	36	541/2	541/2	0.5	7/8	7/8	Chord	6/4	8	1	1/8	1/8	1	341										
37	36	271	271	0.5	1	1	Chord	6/4	8	1	1/8	1/8	1	342	mil									
37	36	543/2	543/2	0.5	9/8	9/8	Chord	6/4	8	1	1/8	1/8	1	343										
37	36	272	272	0.5	5/4	5/4	Chord	6/4	8	1	1/8	1/8	1	344										
37	36	545/2	545/2	0.5	11/8	11/8	Chord	6/4	8	1	1/8	1/8	1	345										
37	36	267	267	1.0	0	0	Chord	6/4	21	1	1/4	1/4	1	346										
37	36	268	268	1.0	1/4	1/4	Chord	6/4	21	1	1/4	1/4	1	347										
37	36	269	269	2.0	1/2	1/2	Chord	6/4	21	1	1/2	1/2	1	348										
37	36	271	271	2.0	1	1	Chord	6/4	21	1	1/2	1/2	1	349										
38	37	273	273	3.0	0	0	Chord	6/4	8	1	3/4	1/2	3/2	350	par									
38	37	276	276	1.0	3/4	3/4	Chord	6/4	8	1	1/4	1/4	1	351	d'a-									
38	37	277	277	1.5	1	1	Chord	6/4	8	1	3/8	1/4	3/2	352	-man-									
38	37	557/2	557/2	0.5	11/8	11/8	Chord	6/4	8	1	1/8	1/8	1	353	-tiil									
38	37	273	273	2.0	0	0	Chord	6/4	21	1	1/2	1/2	1	354										
38	37	275	275	2.0	1/2	1/2	Chord	6/4	21	1	1/2	1/2	1	355										
38	37	277	277	1.0	1	1	Chord	6/4	21	1	1/4	1/4	1	356										
38	37	278	278	1.0	5/4	5/4	Chord	6/4	21	1	1/4	1/4	1	357										
39	38	279	279	2.0	0	0	Chord	6/4	8	1	1/2	1/2	1	358	So-									
39	38	281	281	2.0	1/2	1/2	Chord	6/4	8	1	1/2	1/2	1	359	-le									
39	38	283	283	2.0	1	1	Chord	6/4	14	1	1/2	1/2	1	360	Non									
39	38	279	279	0.0	0	0	FiguredBass	6/4	21	1	0											1/2	#	
39	38	279	279	2.0	0	0	Chord	6/4	21	1	1/2	1/2	1	361										
39	38	281	281	0.0	1/2	1/2	FiguredBass	6/4	21	1	0											1/2	#	
39	38	281	281	2.0	1/2	1/2	Chord	6/4	21	1	1/2	1/2	1	362										
40	39	285	285	1.5	0	0	Chord	6/4	14	1	3/8	1/4	3/2	363	vede									
40	39	573/2	573/2	0.5	3/8	3/8	Chord	6/4	14	1	1/8	1/8	1	364	un									
40	39	287	287	1.0	1/2	1/2	Chord	6/4	14	1	1/4	1/4	1	365	si-									
40	39	288	288	1.0	3/4	3/4	Chord	6/4	14	1	1/4	1/4	1	366	-mil									
40	39	289	289	2.0	1	1	Chord	6/4	14	1	1/2	1/2	1	367	par									
41	40	291	291	2.0	0	0	Chord	6/4	14	1	1/2	1/2	1	368	d'am-									
41	40	293	293	1.0	1/2	1/2	Chord	6/4	14	1	1/4	1/4	1	369	-an-									
41	40	294	294	1.0	3/4	3/4	Chord	6/4	14	1	1/4	1/4	1	370	-ti									
41	40	295	295	2.0	1	1	Chord	6/4	14	1	1/2	1/2	1	371	il									
42	41	297	297	2.0	0	0	Chord	6/4	2	1	1/2	1/2	1	372	Non									
42	41	299	299	0.5	1/2	1/2	Chord	6/4	2	1	1/8	1/8	1	373	ve									
42	41	599/2	599/2	0.5	5/8	5/8	Chord	6/4	2	1	1/8	1/8	1	374										
42	41	300	300	0.5	3/4	3/4	Chord	6/4	2	1	1/8	1/8	1	375										
42	41	601/2	601/2	0.5	7/8	7/8	Chord	6/4	2	1	1/8	1/8	1	376										
42	41	301	301	0.5	1	1	Chord	6/4	2	1	1/8	1/8	1	377										
42	41	603/2	603/2	0.5	9/8	9/8	Chord	6/4	2	1	1/8	1/8	1	378										
42	41	302	302	0.5	5/4	5/4	Chord	6/4	2	1	1/8	1/8	1	379										
42	41	605/2	605/2	0.5	11/8	11/8	Chord	6/4	2	1	1/8	1/8	1	380										
42	41	297	297	0.0	0	0	FiguredBass	6/4	21	1	0											1/2	#	
42	41	297	297	2.0	0	0	Chord	6/4	21	1	1/2	1/2	1	381										
42	41	299	299	0.0	1/2	1/2	FiguredBass	6/4	21	1	0											1	#	
42	41	299	299	4.0	1/2	1/2	Chord	6/4	21	1	1	1	1	382										
43	42	303	303	1.0	0	0	Chord	6/4	2	1	1/4	1/4	1	383	de									
43	42	304	304	1.0	1/4	1/4	Chord	6/4	2	1	1/4	1/4	1	384	un									
43	42	305	305	1.0	1/2	1/2	Chord	6/4	2	1	1/4	1/4	1	385	si-									
43	42	306	306	1.0	3/4	3/4	Chord	6/4	2	1	1/4	1/4	1	386	-mil									
43	42	307	307	2.0	1	1	Chord	6/4	2	1	1/2	1/2	1	387	par									
43	42	303	303	1.0	0	0	Chord	6/4	21	1	1/4	1/4	1	388										
43	42	304	304	1.0	1/4	1/4	Chord	6/4	21	1	1/4	1/4	1	389										
43	42	305	305	1.0	1/2	1/2	Chord	6/4	21	1	1/4	1/4	1	390										
43	42	306	306	0.0	3/4	3/4	FiguredBass	6/4	21	1	0											1/4	#	
43	42	306	306	1.0	3/4	3/4	Chord	6/4	21	1	1/4	1/4	1	391										
43	42	307	307	2.0	1	1	Chord	6/4	21	1	1/2	1/2	1	392										
44	43	309	309	1.0	0	0	Chord	6/4	2	1	1/4	1/4	1	393										
44	43	310	310	1.0	1/4	1/4	Chord	6/4	2	1	1/4	1/4	1	394	d'am-									
44	43	311	311	2.0	1/2	1/2	Chord	6/4	2	1	1/2	1/2	1	395	-an-									
44	43	313	313	0.5	1	1	Chord	6/4	2	1	1/8	1/8	1	396	-tiil									
44	43	627/2	627/2	0.5	9/8	9/8	Chord	6/4	2	1	1/8	1/8	1	397										
44	43	314	314	0.5	5/4	5/4	Chord	6/4	2	1	1/8	1/8	1	398										
44	43	629/2	629/2	0.5	11/8	11/8	Chord	6/4	2	1	1/8	1/8	1	399										
44	43	309	309	2.0	0	0	Chord	6/4	21	1	1/2	1/2	1	400										
44	43	311	311	2.0	1/2	1/2	Chord	6/4	21	1	1/2	1/2	1	401										
44	43	313	313	2.0	1	1	Chord	6/4	21	1	1/2	1/2	1	402										
45	44	315	315	4.0	0	0	Chord	6/4	2	1	1	1	1	403	So									
45	44	319	319	2.0	1	1	Chord	6/4	2	1	1/2	1/2	1	404	le.									
45	44	315	315	0.0	0	0	FiguredBass	6/4	21	1	0											1	#	
45	44	315	315	4.0	0	0	Chord	6/4	21	1	1	1	1	405										
45	44	319	319	0.0	1	1	FiguredBass	6/4	21	1	0											1/2	#	
45	44	319	319	2.0	1	1	Chord	6/4	21	1	1/2	1/2	1	406										
46	44	321	321	0.0	0	0	StaffText	6/4	2	1	0					Replica a 5. tutto il coro.								
46	44	321	321	2.0	0	0	Chord	6/4	9	1	1/2	1/2	1	407	Non									
46	44	321	321	2.0	0	0	Chord	6/4	10	1	1/2	1/2	1	408										
46	44	321	321	2.0	0	0	Chord	6/4	11	1	1/2	1/2	1	409										
46	44	321	321	2.0	0	0	Chord	6/4	12	1	1/2	1/2	1	410										
46	44	321	321	2.0	0	0	Chord	6/4	13	1	1/2	1/2	1	411										
47	45	323	323	6.0	0	0	Chord	6/2	9	1	3/2	1	3/2	412	ve									
47	45	329	329	2.0	3/2	3/2	Chord	6/2	9	1	1/2	1/2	1	413	deun									
47	45	331	331	2.0	2	2	Chord	6/2	9	1	1/2	1/2	1	414	si-									
47	45	333	333	2.0	5/2	5/2	Chord	6/2	9	1	1/2	1/2	1	415	-mil									
47	45	323	323	1.0	0	0	Chord	6/2	10	1	1/4	1/4	1	416										
47	45	324	324	1.0	1/4	1/4	Chord	6/2	10	1	1/4	1/4	1	417										
47	45	325	325	1.0	1/2	1/2	Chord	6/2	10	1	1/4	1/4	1	418										
47	45	326	326	1.0	3/4	3/4	Chord	6/2	10	1	1/4	1/4	1	419										
47	45	327	327	2.0	1	1	Chord	6/2	10	1	1/2	1/2	1	420										
47	45	329	329	2.0	3/2	3/2	Chord	6/2	10	1	1/2	1/2	1	421										
47	45	331	331	2.0	2	2	Chord	6/2	10	1	1/2	1/2	1	422										
47	45	333	333	2.0	5/2	5/2	Chord	6/2	10	1	1/2	1/2	1	423										
47	45	323	323	1.0	0	0	Chord	6/2	11	1	1/4	1/4	1	424										
47	45	324	324	1.0	1/4	1/4	Chord	6/2	11	1	1/4	1/4	1	425										
47	45	325	325	1.0	1/2	1/2	Chord	6/2	11	1	1/4	1/4	1	426										
47	45	326	326	1.0	3/4	3/4	Chord	6/2	11	1	1/4	1/4	1	427										
47	45	327	327	2.0	1	1	Chord	6/2	11	1	1/2	1/2	1	428										
47	45	329	329	2.0	3/2	3/2	Chord	6/2	11	1	1/2	1/2	1	429										
47	45	331	331	2.0	2	2	Chord	6/2	11	1	1/2	1/2	1	430										
47	45	333	333	2.0	5/2	5/2	Chord	6/2	11	1	1/2	1/2	1	431										
47	45	323	323	6.0	0	0	Chord	6/2	12	1	3/2	1	3/2	432										
47	45	329	329	2.0	3/2	3/2	Chord	6/2	12	1	1/2	1/2	1	433										
47	45	331	331	2.0	2	2	Chord	6/2	12	1	1/2	1/2	1	434										
47	45	333	333	2.0	5/2	5/2	Chord	6/2	12	1	1/2	1/2	1	435										
47	45	323	323	6.0	0	0	Chord	6/2	13	1	3/2	1	3/2	436										
47	45	329	329	2.0	3/2	3/2	Chord	6/2	13	1	1/2	1/2	1	437										
47	45	331	331	2.0	2	2	Chord	6/2	13	1	1/2	1/2	1	438										
47	45	333	333	2.0	5/2	5/2	Chord	6/2	13	1	1/2	1/2	1	439										
48	46	335	335	2.0	0	0	Chord	4/2	9	1	1/2	1/2	1	440	par									
48	46	337	337	2.0	1/2	1/2	Chord	4/2	9	1	1/2	1/2	1	441	d'am-									
48	46	339	339	2.0	1	1	Chord	4/2	9	1	1/2	1/2	1	442	-a-									
48	46	341	341	2.0	3/2	3/2	Chord	4/2	9	1	1/2	1/2	1	443	-ti									
48	46	335	335	2.0	0	0	Chord	4/2	10	1	1/2	1/2	1	444										
48	46	338	338	1.0	3/4	3/4	Chord	4/2	10	1	1/4	1/4	1	445										
48	46	339	339	1.0	1	1	Chord	4/2	10	1	1/4	1/4	1	446										
48	46	340	340	2.0	5/4	5/4	Chord	4/2	10	1	1/2	1/2	1	447										
48	46	342	342	1.0	7/4	7/4	Chord	4/2	10	1	1/4	1/4	1	448										
48	46	335	335	2.0	0	0	Chord	4/2	11	1	1/2	1/2	1	449										
48	46	337	337	2.0	1/2	1/2	Chord	4/2	11	1	1/2	1/2	1	450										
48	46	339	339	2.0	1	1	Chord	4/2	11	1	1/2	1/2	1	451										
48	46	341	341	2.0	3/2	3/2	Chord	4/2	11	1	1/2	1/2	1	452										
48	46	335	335	2.0	0	0	Chord	4/2	12	1	1/2	1/2	1	453										
48	46	337	337	2.0	1/2	1/2	Chord	4/2	12	1	1/2	1/2	1	454										
48	46	339	339	2.0	1	1	Chord	4/2	12	1	1/2	1/2	1	455										
48	46	341	341	2.0	3/2	3/2	Chord	4/2	12	1	1/2	1/2	1	456										
48	46	335	335	2.0	0	0	Chord	4/2	13	1	1/2	1/2	1	457										
48	46	337	337	2.0	1/2	1/2	Chord	4/2	13	1	1/2	1/2	1	458										
48	46	339	339	2.0	1	1	Chord	4/2	13	1	1/2	1/2	1	459										
48	46	341	341	2.0	3/2	3/2	Chord	4/2	13	1	1/2	1/2	1	460										
49	47	343	343	4.0	0	0	Chord	4/2	9	1	1	1	1	461	So-									
49	47	347	347	4.0	1	1	Chord	4/2	9	1	1	1	1	462	-le.									
