mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	thoroughbass_duration	thoroughbass_level_1	slur
101	99	777	777	2.0	3/2	3/2	Chord	6/2	10	1	1/2	1/2	1	1147	gior-									
101	99	779	779	4.0	2	2	Chord	6/2	10	1	1	1	1	1148	-no									
101	99	771	771	1.5	0	0	Chord	6/2	11	1	3/8	1/4	3/2	1149	-a-									
101	99	1545/2	1545/2	0.5	3/8	3/8	Chord	6/2	11	1	1/8	1/8	1	1150										
101	99	773	773	1.0	1/2	1/2	Chord	6/2	11	1	1/4	1/4	1	1151										
101	99	774	774	1.0	3/4	3/4	Chord	6/2	11	1	1/4	1/4	1	1152	-to									
101	99	775	775	4.0	1	1	Chord	6/2	11	1	1	1	1	1153	gior-									
101	99	779	779	4.0	2	2	Chord	6/2	11	1	1	1	1	1154	-no									
101	99	771	771	1.0	0	0	Chord	6/2	12	1	1/4	1/4	1	1155	-a-									
101	99	772	772	0.5	1/4	1/4	Chord	6/2	12	1	1/8	1/8	1	1156										
101	99	1545/2	1545/2	0.5	3/8	3/8	Chord	6/2	12	1	1/8	1/8	1	1157										
101	99	773	773	1.0	1/2	1/2	Chord	6/2	12	1	1/4	1/4	1	1158										
101	99	774	774	1.0	3/4	3/4	Chord	6/2	12	1	1/4	1/4	1	1159	-to									
101	99	775	775	4.0	1	1	Chord	6/2	12	1	1	1	1	1160	gior-									
101	99	779	779	4.0	2	2	Chord	6/2	12	1	1	1	1	1161	-no									
101	99	771	771	3.0	0	0	Chord	6/2	13	1	3/4	1/2	3/2	1162	-a-									
101	99	774	774	1.0	3/4	3/4	Chord	6/2	13	1	1/4	1/4	1	1163	-to									
101	99	775	775	4.0	1	1	Chord	6/2	13	1	1	1	1	1164	gior-									
101	99	779	779	4.0	2	2	Chord	6/2	13	1	1	1	1	1165	-no									
102	100	783	783	2.0	0	0	Chord	4/2	7	1	1/2	1/2	1	1166	Sel-									
102	100	785	785	1.5	1/2	1/2	Chord	4/2	7	1	3/8	1/4	3/2	1167	-va-									
102	100	1573/2	1573/2	0.5	7/8	7/8	Chord	4/2	7	1	1/8	1/8	1	1168	-ggia									
102	100	787	787	2.0	1	1	Chord	4/2	7	1	1/2	1/2	1	1169	Diu-									
102	100	789	789	2.0	3/2	3/2	Chord	4/2	7	1	1/2	1/2	1	1170	-a									
102	100	783	783	0.0	0	0	FiguredBass	4/2	21	1	0											2	#	
102	100	783	783	8.0	0	0	Chord	4/2	21	1	2	2	1	1171										
103	101	792	792	1.0	1/4	1/4	Chord	4/2	7	1	1/4	1/4	1	1172	e									
103	101	793	793	1.5	1/2	1/2	Chord	4/2	7	1	3/8	1/4	3/2	1173	bos-									
103	101	1589/2	1589/2	0.5	7/8	7/8	Chord	4/2	7	1	1/8	1/8	1	1174	-che-									
103	101	795	795	1.0	1	1	Chord	4/2	7	1	1/4	1/4	1	1175	-re-									
103	101	796	796	1.0	5/4	5/4	Chord	4/2	7	1	1/4	1/4	1	1176	-ccie									
103	101	797	797	2.0	3/2	3/2	Chord	4/2	7	1	1/2	1/2	1	1177	Nin-									
103	101	791	791	0.0	0	0	FiguredBass	4/2	21	1	0											3/4	#	
103	101	791	791	3.0	0	0	Chord	4/2	21	1	3/4	1/2	3/2	1178										
103	101	794	794	0.0	3/4	3/4	FiguredBass	4/2	21	1	0											1/4	#	
103	101	794	794	1.0	3/4	3/4	Chord	4/2	21	1	1/4	1/4	1	1179										
103	101	795	795	0.0	1	1	FiguredBass	4/2	21	1	0											1/4	b	
103	101	795	795	1.0	1	1	Chord	4/2	21	1	1/4	1/4	1	1180										
103	101	796	796	1.0	5/4	5/4	Chord	4/2	21	1	1/4	1/4	1	1181										
103	101	797	797	2.0	3/2	3/2	Chord	4/2	21	1	1/2	1/2	1	1182										
104	102	799	799	4.0	0	0	Chord	4/2	7	1	1	1	1	1183	-fe									
104	102	803	803	1.0	1	1	Chord	4/2	7	1	1/4	1/4	1	1184	Sa-									
104	102	804	804	0.5	5/4	5/4	Chord	4/2	7	1	1/8	1/8	1	1185	-ti-									
104	102	1609/2	1609/2	0.5	11/8	11/8	Chord	4/2	7	1	1/8	1/8	1	1186	-ri,e									
104	102	805	805	1.0	3/2	3/2	Chord	4/2	7	1	1/4	1/4	1	1187	voi									
104	102	806	806	1.0	7/4	7/4	Chord	4/2	7	1	1/4	1/4	1	1188	sil-									
104	102	799	799	4.0	0	0	Chord	4/2	21	1	1	1	1	1189										
104	102	803	803	2.0	1	1	Chord	4/2	21	1	1/2	1/2	1	1190										
104	102	805	805	1.0	3/2	3/2	Chord	4/2	21	1	1/4	1/4	1	1191										
104	102	806	806	1.0	7/4	7/4	Chord	4/2	21	1	1/4	1/4	1	1192										
105	103	807	807	2.0	0	0	Chord	4/2	7	1	1/2	1/2	1	1193	-va-									
105	103	809	809	2.0	1/2	1/2	Chord	4/2	7	1	1/2	1/2	1	1194	-ni									
105	103	811	811	1.0	1	1	Chord	4/2	7	1	1/4	1/4	1	1195	Re-									
105	103	812	812	0.5	5/4	5/4	Chord	4/2	7	1	1/8	1/8	1	1196	-te									
105	103	1625/2	1625/2	0.5	11/8	11/8	Chord	4/2	7	1	1/8	1/8	1	1197	las-									
105	103	813	813	1.0	3/2	3/2	Chord	4/2	7	1	1/4	1/4	1	1198	-cia-									
105	103	814	814	1.0	7/4	7/4	Chord	4/2	7	1	1/4	1/4	1	1199	-te,e									
105	103	807	807	2.0	0	0	Chord	4/2	21	1	1/2	1/2	1	1200										
105	103	809	809	2.0	1/2	1/2	Chord	4/2	21	1	1/2	1/2	1	1201										
105	103	811	811	1.0	1	1	Chord	4/2	21	1	1/4	1/4	1	1202										
105	103	812	812	0.0	5/4	5/4	FiguredBass	4/2	21	1	0											1/8	6	
105	103	812	812	0.5	5/4	5/4	Chord	4/2	21	1	1/8	1/8	1	1203										
105	103	1625/2	1625/2	0.5	11/8	11/8	Chord	4/2	21	1	1/8	1/8	1	1204										
105	103	813	813	0.0	3/2	3/2	FiguredBass	4/2	21	1	0											1/4	6	
105	103	813	813	1.0	3/2	3/2	Chord	4/2	21	1	1/4	1/4	1	1205										
105	103	814	814	1.0	7/4	7/4	Chord	4/2	21	1	1/4	1/4	1	1206										
106	104	815	815	2.0	0	0	Chord	4/2	7	1	1/2	1/2	1	1207	ca-									
106	104	817	817	1.0	1/2	1/2	Chord	4/2	7	1	1/4	1/4	1	1208	-ni									
106	104	818	818	1.0	3/4	3/4	Chord	4/2	7	1	1/4	1/4	1	1209	Ve-									
106	104	819	819	3.0	1	1	Chord	4/2	7	1	3/4	1/2	3/2	1210	-nite									
106	104	822	822	1.0	7/4	7/4	Chord	4/2	7	1	1/4	1/4	1	1211	al									
106	104	815	815	2.0	0	0	Chord	4/2	21	1	1/2	1/2	1	1212										
106	104	817	817	2.0	1/2	1/2	Chord	4/2	21	1	1/2	1/2	1	1213										
106	104	819	819	2.0	1	1	Chord	4/2	21	1	1/2	1/2	1	1214										
106	104	821	821	2.0	3/2	3/2	Chord	4/2	21	1	1/2	1/2	1	1215										
107	105	823	823	1.5	0	0	Chord	4/2	7	1	3/8	1/4	3/2	1216	suon									
107	105	1649/2	1649/2	0.5	3/8	3/8	Chord	4/2	7	1	1/8	1/8	1	1217	de-									
107	105	825	825	0.5	1/2	1/2	Chord	4/2	7	1	1/8	1/8	1	1218	-lle									
107	105	1651/2	1651/2	0.5	5/8	5/8	Chord	4/2	7	1	1/8	1/8	1	1219	co-									
107	105	826	826	1.0	3/4	3/4	Chord	4/2	7	1	1/4	1/4	1	1220	-rren									
107	105	827	827	1.0	1	1	Chord	4/2	7	1	1/4	1/4	1	1221										
107	105	828	828	1.0	5/4	5/4	Chord	4/2	7	1	1/4	1/4	1	1222	ti									
107	105	829	829	2.0	3/2	3/2	Chord	4/2	7	1	1/2	1/2	1	1223	linse									
107	105	823	823	4.0	0	0	Chord	4/2	21	1	1	1	1	1224										
107	105	827	827	0.0	1	1	FiguredBass	4/2	21	1	0											1/2	6	
107	105	827	827	2.0	1	1	Chord	4/2	21	1	1/2	1/2	1	1225										
107	105	829	829	2.0	3/2	3/2	Chord	4/2	21	1	1/2	1/2	1	1226										
108	106	831	831	2.0	0	0	Chord	4/2	7	1	1/2	1/2	1	1227	Al									
108	106	833	833	2.0	1/2	1/2	Chord	4/2	7	1	1/2	1/2	1	1228	canto.									
108	106	836	836	0.5	5/4	5/4	Chord	4/2	14	1	1/8	1/8	1	1229	Be-									
108	106	1673/2	1673/2	0.5	11/8	11/8	Chord	4/2	14	1	1/8	1/8	1	1230	-lla									
108	106	837	837	1.0	3/2	3/2	Chord	4/2	14	1	1/4	1/4	1	1231	mad-									
108	106	838	838	0.5	7/4	7/4	Chord	4/2	14	1	1/8	1/8	1	1232	-re									
108	106	1677/2	1677/2	0.5	15/8	15/8	Chord	4/2	14	1	1/8	1/8	1	1233	d'a-									
108	106	831	831	2.0	0	0	Chord	4/2	21	1	1/2	1/2	1	1234										
108	106	835	835	0.0	1	1	FiguredBass	4/2	21	1	0											1	#	
108	106	835	835	4.0	1	1	Chord	4/2	21	1	1	1	1	1235										
109	107	839	839	3.0	0	0	Chord	4/2	14	1	3/4	1/2	3/2	1236	-mor									
109	107	842	842	1.0	3/4	3/4	Chord	4/2	14	1	1/4	1/4	1	1237	dall'-									
109	107	843	843	1.0	1	1	Chord	4/2	14	1	1/4	1/4	1	1238	-al-									
109	107	844	844	1.0	5/4	5/4	Chord	4/2	14	1	1/4	1/4	1	1239	-to									
109	107	845	845	2.0	3/2	3/2	Chord	4/2	14	1	1/2	1/2	1	1240	Co-									
109	107	839	839	0.0	0	0	FiguredBass	4/2	21	1	0											3/4	#	
109	107	839	839	3.0	0	0	Chord	4/2	21	1	3/4	1/2	3/2	1241										
109	107	842	842	0.0	3/4	3/4	FiguredBass	4/2	21	1	0											1/4	#	
109	107	842	842	1.0	3/4	3/4	Chord	4/2	21	1	1/4	1/4	1	1242										
109	107	843	843	0.0	1	1	FiguredBass	4/2	21	1	0											1/4	b	
109	107	843	843	1.0	1	1	Chord	4/2	21	1	1/4	1/4	1	1243										
109	107	844	844	1.0	5/4	5/4	Chord	4/2	21	1	1/4	1/4	1	1244										
109	107	845	845	2.0	3/2	3/2	Chord	4/2	21	1	1/2	1/2	1	1245										
110	108	847	847	4.0	0	0	Chord	4/2	14	1	1	1	1	1246	-ro									
110	108	851	851	1.5	1	1	Chord	4/2	14	1	3/8	1/4	3/2	1247	Scen-									
110	108	1705/2	1705/2	0.5	11/8	11/8	Chord	4/2	14	1	1/8	1/8	1	1248	-dia									
110	108	853	853	1.0	3/2	3/2	Chord	4/2	14	1	1/4	1/4	1	1249	nos-									
110	108	854	854	0.5	7/4	7/4	Chord	4/2	14	1	1/8	1/8	1	1250	-tri									
110	108	1709/2	1709/2	0.5	15/8	15/8	Chord	4/2	14	1	1/8	1/8	1	1251	di									
110	108	847	847	4.0	0	0	Chord	4/2	21	1	1	1	1	1252										
110	108	851	851	2.0	1	1	Chord	4/2	21	1	1/2	1/2	1	1253										
110	108	853	853	1.0	3/2	3/2	Chord	4/2	21	1	1/4	1/4	1	1254										
110	108	854	854	1.0	7/4	7/4	Chord	4/2	21	1	1/4	1/4	1	1255										
111	109	855	855	2.0	0	0	Chord	4/2	14	1	1/2	1/2	1	1256	le-									
111	109	857	857	2.0	1/2	1/2	Chord	4/2	14	1	1/2	1/2	1	1257	-tti									
111	109	860	860	0.5	5/4	5/4	Chord	4/2	14	1	1/8	1/8	1	1258	E									
111	109	1721/2	1721/2	0.5	11/8	11/8	Chord	4/2	14	1	1/8	1/8	1	1259	co									
111	109	861	861	1.0	3/2	3/2	Chord	4/2	14	1	1/4	1/4	1	1260	bei									
111	109	862	862	0.5	7/4	7/4	Chord	4/2	14	1	1/8	1/8	1	1261	par-									
111	109	1725/2	1725/2	0.5	15/8	15/8	Chord	4/2	14	1	1/8	1/8	1	1262	-go									
111	109	855	855	2.0	0	0	Chord	4/2	21	1	1/2	1/2	1	1263										
111	109	857	857	2.0	1/2	1/2	Chord	4/2	21	1	1/2	1/2	1	1264										
111	109	859	859	3.0	1	1	Chord	4/2	21	1	3/4	1/2	3/2	1265										
111	109	862	862	0.0	7/4	7/4	FiguredBass	4/2	21	1	0											1/4	#	
111	109	862	862	1.0	7/4	7/4	Chord	4/2	21	1	1/4	1/4	1	1266										
112	110	863	863	2.0	0	0	Chord	4/2	14	1	1/2	1/2	1	1267	le-									
112	110	865	865	2.0	1/2	1/2	Chord	4/2	14	1	1/2	1/2	1	1268	-tti									
112	110	867	867	1.0	1	1	Chord	4/2	14	1	1/4	1/4	1	1269	Fen-									
112	110	868	868	0.5	5/4	5/4	Chord	4/2	14	1	1/8	1/8	1	1270	-di									
112	110	1737/2	1737/2	0.5	11/8	11/8	Chord	4/2	14	1	1/8	1/8	1	1271	le									
112	110	869	869	1.0	3/2	3/2	Chord	4/2	14	1	1/4	1/4	1	1272	nu									
112	110	870	870	1.0	7/4	7/4	Chord	4/2	14	1	1/4	1/4	1	1273	bi'el									
112	110	863	863	2.0	0	0	Chord	4/2	21	1	1/2	1/2	1	1274										
112	110	865	865	2.0	1/2	1/2	Chord	4/2	21	1	1/2	1/2	1	1275										
112	110	867	867	4.0	1	1	Chord	4/2	21	1	1	1	1	1276										
113	111	871	871	3.0	0	0	Chord	4/2	14	1	3/4	1/2	3/2	1277	Ciel									
113	111	874	874	1.0	3/4	3/4	Chord	4/2	14	1	1/4	1/4	1	1278	con									
113	111	875	875	1.0	1	1	Chord	4/2	14	1	1/4	1/4	1	1279	I'									
113	111	876	876	1.0	5/4	5/4	Chord	4/2	14	1	1/4	1/4	1	1280	ali									
113	111	877	877	2.0	3/2	3/2	Chord	4/2	14	1	1/2	1/2	1	1281	d'o-									
113	111	871	871	2.0	0	0	Chord	4/2	21	1	1/2	1/2	1	1282										
113	111	873	873	2.0	1/2	1/2	Chord	4/2	21	1	1/2	1/2	1	1283										
113	111	875	875	0.0	1	1	FiguredBass	4/2	21	1	0											1/4	10	
113	111	875	875	4.0	1	1	Chord	4/2	21	1	1	1	1	1284										
113	111	876	876	0.0	5/4	5/4	FiguredBass	4/2	21	1	0											1/4	11	
113	111	877	877	0.0	3/2	3/2	FiguredBass	4/2	21	1	0											1/4	11	
113	111	878	878	0.0	7/4	7/4	FiguredBass	4/2	21	1	0											1/4	10	
114	112	881	881	2.0	1/2	1/2	Chord	4/2	7	1	1/2	1/2	1	1285	Alcanto									
114	112	883	883	2.0	1	1	Chord	4/2	7	1	1/2	1/2	1	1286	Co-									
114	112	885	885	0.5	3/2	3/2	Chord	4/2	7	1	1/8	1/8	1	1287	-rrin									
114	112	1771/2	1771/2	0.5	13/8	13/8	Chord	4/2	7	1	1/8	1/8	1	1288	di									
114	112	886	886	0.5	7/4	7/4	Chord	4/2	7	1	1/8	1/8	1	1289	pu-									
114	112	1773/2	1773/2	0.5	15/8	15/8	Chord	4/2	7	1	1/8	1/8	1	1290	-ro									
114	112	879	879	2.0	0	0	Chord	4/2	14	1	1/2	1/2	1	1291	-ro									
114	112	879	879	2.0	0	0	Chord	4/2	21	1	1/2	1/2	1	1292										
114	112	883	883	0.0	1	1	FiguredBass	4/2	21	1	0											1	#	
114	112	883	883	4.0	1	1	Chord	4/2	21	1	1	1	1	1293										
115	113	887	887	3.0	0	0	Chord	4/2	7	1	3/4	1/2	3/2	1294	latte,									
115	113	890	890	1.0	3/4	3/4	Chord	4/2	7	1	1/4	1/4	1	1295	e									
115	113	891	891	0.5	1	1	Chord	4/2	7	1	1/8	1/8	1	1296	ri-									
115	113	1783/2	1783/2	0.5	9/8	9/8	Chord	4/2	7	1	1/8	1/8	1	1297										
115	113	892	892	0.5	5/4	5/4	Chord	4/2	7	1	1/8	1/8	1	1298										
115	113	1785/2	1785/2	0.5	11/8	11/8	Chord	4/2	7	1	1/8	1/8	1	1299										
115	113	893	893	0.5	3/2	3/2	Chord	4/2	7	1	1/8	1/8	1	1300	-vi,-									
115	113	1787/2	1787/2	0.5	13/8	13/8	Chord	4/2	7	1	1/8	1/8	1	1301	-e									
115	113	894	894	0.5	7/4	7/4	Chord	4/2	7	1	1/8	1/8	1	1302										
115	113	1789/2	1789/2	0.5	15/8	15/8	Chord	4/2	7	1	1/8	1/8	1	1303										
115	113	887	887	0.0	0	0	FiguredBass	4/2	21	1	0											1	#	
115	113	887	887	4.0	0	0	Chord	4/2	21	1	1	1	1	1304										
115	113	891	891	0.0	1	1	FiguredBass	4/2	21	1	0											1/2	b	
115	113	891	891	2.0	1	1	Chord	4/2	21	1	1/2	1/2	1	1305										
115	113	893	893	2.0	3/2	3/2	Chord	4/2	21	1	1/2	1/2	1	1306										
116	114	895	895	1.0	0	0	Chord	4/2	7	1	1/4	1/4	1	1307										
116	114	896	896	0.5	1/4	1/4	Chord	4/2	7	1	1/8	1/8	1	1308	fiu									
116	114	1793/2	1793/2	0.5	3/8	3/8	Chord	4/2	7	1	1/8	1/8	1	1309										
116	114	897	897	1.5	1/2	1/2	Chord	4/2	7	1	3/8	1/4	3/2	1310										
116	114	1797/2	1797/2	0.5	7/8	7/8	Chord	4/2	7	1	1/8	1/8	1	1311										
116	114	899	899	2.0	1	1	Chord	4/2	7	1	1/2	1/2	1	1312	mi									
116	114	902	902	1.0	7/4	7/4	Chord	4/2	7	1	1/4	1/4	1	1313	Di									
116	114	895	895	4.0	0	0	Chord	4/2	21	1	1	1	1	1314										
116	114	899	899	4.0	1	1	Chord	4/2	21	1	1	1	1	1315										
117	115	903	903	1.5	0	0	Chord	4/2	7	1	3/8	1/4	3/2	1316	mel									
117	115	1809/2	1809/2	0.5	3/8	3/8	Chord	4/2	7	1	1/8	1/8	1	1317	dis-									
117	115	905	905	1.0	1/2	1/2	Chord	4/2	7	1	1/4	1/4	1	1318	-ti-									
117	115	906	906	1.0	3/4	3/4	Chord	4/2	7	1	1/4	1/4	1	1319	-lli,e									
117	115	907	907	2.0	1	1	Chord	4/2	7	1	1/2	1/2	1	1320	ma-									
117	115	909	909	2.0	3/2	3/2	Chord	4/2	7	1	1/2	1/2	1	1321	-nna									
117	115	903	903	2.0	0	0	Chord	4/2	21	1	1/2	1/2	1	1322										
117	115	905	905	2.0	1/2	1/2	Chord	4/2	21	1	1/2	1/2	1	1323										
117	115	907	907	2.0	1	1	Chord	4/2	21	1	1/2	1/2	1	1324										
117	115	909	909	2.0	3/2	3/2	Chord	4/2	21	1	1/2	1/2	1	1325										
118	116	911	911	1.0	0	0	Chord	4/2	7	1	1/4	1/4	1	1326	Og-									
118	116	912	912	0.5	1/4	1/4	Chord	4/2	7	1	1/8	1/8	1	1327	-ni									
118	116	1825/2	1825/2	0.5	3/8	3/8	Chord	4/2	7	1	1/8	1/8	1	1328	se-									
118	116	913	913	1.5	1/2	1/2	Chord	4/2	7	1	3/8	1/4	3/2	1329	-lva-									
118	116	1829/2	1829/2	0.5	7/8	7/8	Chord	4/2	7	1	1/8	1/8	1	1330	-ggia									
118	116	915	915	2.0	1	1	Chord	4/2	7	1	1/2	1/2	1	1331	ca-									
118	116	917	917	1.0	3/2	3/2	Chord	4/2	7	1	1/4	1/4	1	1332	-nna									
118	116	918	918	1.0	7/4	7/4	Chord	4/2	7	1	1/4	1/4	1	1333	Ver-									
118	116	911	911	1.0	0	0	Chord	4/2	21	1	1/4	1/4	1	1334										
118	116	912	912	0.0	1/4	1/4	FiguredBass	4/2	21	1	0											1/4	6	
118	116	912	912	1.0	1/4	1/4	Chord	4/2	21	1	1/4	1/4	1	1335										
118	116	913	913	0.0	1/2	1/2	FiguredBass	4/2	21	1	0											1/4	6	
118	116	913	913	1.0	1/2	1/2	Chord	4/2	21	1	1/4	1/4	1	1336										
118	116	914	914	1.0	3/4	3/4	Chord	4/2	21	1	1/4	1/4	1	1337										
118	116	915	915	4.0	1	1	Chord	4/2	21	1	1	1	1	1338										
119	117	919	919	1.0	0	0	Chord	4/2	7	1	1/4	1/4	1	1339	-sate									
119	117	920	920	1.0	1/4	1/4	Chord	4/2	7	1	1/4	1/4	1	1340	am-									
119	117	921	921	2.0	1/2	1/2	Chord	4/2	7	1	1/2	1/2	1	1341	-bro-									
119	117	923	923	3.0	1	1	Chord	4/2	7	1	3/4	1/2	3/2	1342	-sia									
119	117	926	926	1.0	7/4	7/4	Chord	4/2	7	1	1/4	1/4	1	1343	E									
119	117	919	919	4.0	0	0	Chord	4/2	21	1	1	1	1	1344										
119	117	923	923	4.0	1	1	Chord	4/2	21	1	1	1	1	1345										
120	118	927	927	1.5	0	0	Chord	4/2	7	1	3/8	1/4	3/2	1346	voi									
120	118	1857/2	1857/2	0.5	3/8	3/8	Chord	4/2	7	1	1/8	1/8	1	1347	ce-									
120	118	929	929	2.0	1/2	1/2	Chord	4/2	7	1	1/2	1/2	1	1348	-le-									
120	118	931	931	1.0	1	1	Chord	4/2	7	1	1/4	1/4	1	1349										
120	118	932	932	1.0	5/4	5/4	Chord	4/2	7	1	1/4	1/4	1	1350	sti									
120	118	933	933	2.0	3/2	3/2	Chord	4/2	7	1	1/2	1/2	1	1351	Nu-									
120	118	927	927	2.0	0	0	Chord	4/2	21	1	1/2	1/2	1	1352										
120	118	929	929	2.0	1/2	1/2	Chord	4/2	21	1	1/2	1/2	1	1353										
120	118	931	931	0.0	1	1	FiguredBass	4/2	21	1	0											1/4	10	
120	118	931	931	2.0	1	1	Chord	4/2	21	1	1/2	1/2	1	1354										
120	118	932	932	0.0	5/4	5/4	FiguredBass	4/2	21	1	0											1/4	11	
120	118	933	933	0.0	3/2	3/2	FiguredBass	4/2	21	1	0											1/4	11	
120	118	933	933	2.0	3/2	3/2	Chord	4/2	21	1	1/2	1/2	1	1355										
120	118	934	934	0.0	7/4	7/4	FiguredBass	4/2	21	1	0											1/4	10	
121	119	935	935	2.0	0	0	Chord	2/2	7	1	1/2	1/2	1	1356	-mi									
121	119	937	937	2.0	1/2	1/2	Chord	2/2	7	1	1/2	1/2	1	1357	Alcanto.									
121	119	935	935	2.0	0	0	Chord	2/2	21	1	1/2	1/2	1	1358										
